52	3	RI : 1	624	5.453484 		 NRI : 3	808	7.074697
53	2	RI : 2	42	2.640424 		 NRI : 2	326	3.514302
54	2	RI : 2	579	2.898203 		 NRI : 2	531	3.894671
55	2	RI : 2	681	9.081842 		 NRI : 2	681	9.430429
56	2	RI : 2	284	5.302674 		 NRI : 2	218	8.863064
57	3	RI : 3	660	2.272326 		 NRI : 3	355	2.784051
58	3	RI : 3	870	2.642873 		 NRI : 3	858	3.395288
59	3	RI : 3	646	6.777740 		 NRI : 3	75	7.130390
60	3	RI : 3	870	3.471298 		 NRI : 3	6	3.808989
61	3	RI : 1	511	8.730481 		 NRI : 1	1003	9.482176
62	2	RI : 2	773	5.186337 		 NRI : 2	773	5.598296
63	2	RI : 2	64	4.760176 		 NRI : 2	806	6.865667
64	3	RI : 3	52	3.371464 		 NRI : 3	870	4.129452
65	2	RI : 2	793	4.986100 		 NRI : 2	793	5.658920
66	3	RI : 3	512	2.622282 		 NRI : 3	512	2.634429
67	3	RI : 1	587	3.587715 		 NRI : 1	260	3.648929
68	1	RI : 1	534	2.631716 		 NRI : 1	1019	4.656012
69	3	RI : 3	484	10.691228 		 NRI : 3	484	10.744884
70	1	RI : 1	236	2.215218 		 NRI : 1	957	2.870557
71	3	RI : 1	790	5.432925 		 NRI : 1	790	5.519636
72	3	RI : 3	640	3.703223 		 NRI : 3	970	4.268175
73	3	RI : 1	624	5.772479 		 NRI : 3	808	6.971500
74	3	RI : 3	20	3.535303 		 NRI : 3	685	3.631828
75	3	RI : 3	115	3.020992 		 NRI : 3	757	3.810859
76	3	RI : 1	587	2.597259 		 NRI : 1	459	4.172036
77	3	RI : 3	249	2.876297 		 NRI : 3	249	3.020001
78	2	RI : 2	711	2.728334 		 NRI : 2	702	5.412966
79	2	RI : 2	723	4.432546 		 NRI : 2	30	5.967278
80	2	RI : 2	604	2.388097 		 NRI : 2	410	4.942753
81	3	RI : 3	972	2.278820 		 NRI : 3	972	2.278820
82	3	RI : 3	660	2.728855 		 NRI : 3	975	2.965427
83	3	RI : 3	966	7.674911 		 NRI : 1	671	7.863476
84	2	RI : 2	59	2.905405 		 NRI : 2	689	4.365744
85	1	RI : 1	136	1.109141 		 NRI : 1	325	1.619719
86	3	RI : 3	1	3.925424 		 NRI : 3	1	3.973840
87	3	RI : 3	501	5.802187 		 NRI : 3	228	6.593014
88	1	RI : 1	676	1.517976 		 NRI : 1	846	2.070049
89	3	RI : 3	870	2.204680 		 NRI : 3	27	3.271893
90	3	RI : 1	783	7.552175 		 NRI : 1	412	7.990500
91	2	RI : 2	681	8.298035 		 NRI : 2	961	10.608236
92	3	RI : 3	638	4.402249 		 NRI : 3	1011	5.316625
93	2	RI : 2	796	4.492383 		 NRI : 2	673	4.852892
94	3	RI : 1	475	4.677205 		 NRI : 1	475	4.727804
95	3	RI : 3	308	3.152589 		 NRI : 3	394	3.250730
96	3	RI : 3	52	3.399362 		 NRI : 3	52	3.399362
97	3	RI : 3	994	3.514679 		 NRI : 3	824	3.728288
98	3	RI : 3	722	4.415132 		 NRI : 3	97	4.957176
99	3	RI : 3	687	3.070904 		 NRI : 3	177	3.584754
100	2	RI : 2	853	6.797309 		 NRI : 2	643	8.310823
101	3	RI : 3	294	2.710285 		 NRI : 3	294	2.794323
102	3	RI : 3	972	4.531402 		 NRI : 3	972	4.989447
103	1	RI : 1	251	4.158937 		 NRI : 1	251	4.169992
104	3	RI : 1	705	4.271070 		 NRI : 1	705	5.102143
105	3	RI : 1	456	4.505624 		 NRI : 1	260	5.671134
106	3	RI : 1	957	4.218358 		 NRI : 1	913	4.698634
107	2	RI : 2	59	4.197692 		 NRI : 2	848	5.977915
108	2	RI : 2	197	3.775965 		 NRI : 2	898	4.548529
109	2	RI : 2	134	4.115163 		 NRI : 2	452	4.755741
110	2	RI : 2	98	4.643077 		 NRI : 2	42	5.134978
111	3	RI : 1	777	3.998093 		 NRI : 3	228	5.327190
112	2	RI : 2	230	3.788497 		 NRI : 2	59	5.343934
113	3	RI : 3	1014	4.066527 		 NRI : 3	1014	4.233595
114	1	RI : 1	131	1.045308 		 NRI : 1	494	2.527386
115	3	RI : 1	530	3.857982 		 NRI : 1	219	4.594513
116	3	RI : 1	740	3.737919 		 NRI : 1	777	4.114417
117	3	RI : 3	516	2.256486 		 NRI : 3	117	3.046072
118	3	RI : 3	359	2.241906 		 NRI : 3	255	2.990547
119	3	RI : 3	654	2.341160 		 NRI : 3	94	3.296867
120	3	RI : 3	71	7.397423 		 NRI : 1	290	8.851565
121	3	RI : 3	263	4.666594 		 NRI : 3	900	4.954416
122	3	RI : 1	587	3.432010 		 NRI : 3	472	4.507297
123	3	RI : 3	501	5.790120 		 NRI : 3	146	7.359433
124	2	RI : 2	980	4.269079 		 NRI : 2	46	4.667083
125	2	RI : 2	642	4.167729 		 NRI : 2	642	4.595346
126	3	RI : 3	20	3.234169 		 NRI : 1	345	3.576857
127	2	RI : 2	348	8.737346 		 NRI : 2	720	8.864449
Total Time 14.500000
Rotation Invariant Accuracy is 81.250000
Regular Accuracy is 80.468750
